code_module,code_presentation,id_student,module_presentation_length,boundary_day,total_clicks,active_vle_days,vle_event_count,distinct_vle_sites,first_vle_day,last_vle_day,vle_span_days,early_assessments_submitted,mean_early_score,median_early_score,max_early_score,mean_submission_delay,late_early_submissions,early_assessment_attempts,early_assessments_available,assessment_submission_rate,final_result,feature_boundary_day,at_risk,target_exclusion_reason
DDD,2013J,586707,261,65,78.0,8.0,37.0,21.0,-3.0,49.0,52.0,1.0,70.0,70.0,70.0,-2.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,586762,261,65,825.0,38.0,318.0,96.0,-10.0,65.0,75.0,2.0,73.5,73.5,75.0,-3.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,586800,261,65,2059.0,82.0,652.0,134.0,-18.0,65.0,83.0,2.0,93.5,93.5,94.0,-2.5,0.0,2.0,2.0,1.0,Distinction,65,0,
DDD,2013J,586823,261,65,33.0,3.0,20.0,13.0,-13.0,32.0,45.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,586912,261,65,765.0,59.0,291.0,64.0,-5.0,65.0,70.0,1.0,66.0,66.0,66.0,-6.0,0.0,1.0,2.0,0.5,Pass,65,0,
DDD,2013J,586961,261,65,2.0,1.0,1.0,1.0,-18.0,-18.0,0.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,587002,261,65,606.0,32.0,214.0,61.0,-13.0,60.0,73.0,2.0,89.0,89.0,92.0,-2.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,587006,261,65,85.0,11.0,56.0,24.0,-8.0,31.0,39.0,1.0,56.0,56.0,56.0,0.0,0.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,587099,261,65,22.0,2.0,11.0,6.0,-16.0,3.0,19.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,587179,261,65,31.0,4.0,13.0,7.0,-5.0,10.0,15.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,587310,261,65,48.0,1.0,11.0,11.0,-18.0,-18.0,0.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,587552,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,587576,261,65,234.0,18.0,73.0,31.0,-18.0,38.0,56.0,1.0,12.0,12.0,12.0,7.0,1.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,587641,261,65,457.0,36.0,170.0,39.0,-14.0,65.0,79.0,2.0,74.0,74.0,77.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,587862,261,65,571.0,57.0,226.0,49.0,-7.0,65.0,72.0,2.0,81.0,81.0,81.0,-2.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,587989,261,65,1975.0,67.0,667.0,158.0,-18.0,65.0,83.0,2.0,90.0,90.0,90.0,-6.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588013,261,65,390.0,20.0,147.0,56.0,-17.0,39.0,56.0,1.0,75.0,75.0,75.0,-10.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,588033,261,65,270.0,17.0,125.0,57.0,-17.0,52.0,69.0,2.0,81.0,81.0,86.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588086,261,65,376.0,32.0,151.0,50.0,-18.0,61.0,79.0,2.0,83.5,83.5,88.0,-11.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588132,261,65,2096.0,75.0,595.0,110.0,-16.0,65.0,81.0,2.0,89.0,89.0,90.0,-1.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588146,261,65,1129.0,49.0,377.0,110.0,-17.0,65.0,82.0,2.0,65.0,65.0,67.0,0.0,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,588178,261,65,1133.0,53.0,429.0,119.0,-18.0,65.0,83.0,2.0,90.5,90.5,91.0,-8.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588197,261,65,515.0,18.0,143.0,72.0,-18.0,51.0,69.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,588208,261,65,671.0,29.0,234.0,58.0,-12.0,63.0,75.0,2.0,86.5,86.5,90.0,-1.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588219,261,65,327.0,33.0,121.0,24.0,-18.0,65.0,83.0,2.0,64.0,64.0,70.0,-2.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588242,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,588293,261,65,308.0,40.0,158.0,51.0,-18.0,43.0,61.0,1.0,90.0,90.0,90.0,0.0,0.0,1.0,2.0,0.5,Pass,65,0,
DDD,2013J,588352,261,65,993.0,70.0,391.0,64.0,-18.0,65.0,83.0,2.0,90.0,90.0,95.0,-2.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588430,261,65,444.0,27.0,194.0,75.0,-11.0,58.0,69.0,2.0,83.5,83.5,88.0,-2.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588460,261,65,1835.0,65.0,390.0,84.0,-18.0,65.0,83.0,2.0,85.0,85.0,89.0,-1.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,588482,261,65,517.0,40.0,193.0,61.0,-18.0,65.0,83.0,2.0,77.5,77.5,89.0,-4.0,0.0,2.0,2.0,1.0,Distinction,65,0,
DDD,2013J,588485,261,65,1.0,1.0,1.0,1.0,-18.0,-18.0,0.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,588493,261,65,471.0,47.0,224.0,59.0,-18.0,64.0,82.0,2.0,86.5,86.5,90.0,-3.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588537,261,65,324.0,23.0,150.0,53.0,-10.0,47.0,57.0,1.0,49.0,49.0,49.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,588540,261,65,3593.0,83.0,816.0,165.0,-18.0,65.0,83.0,2.0,93.5,93.5,94.0,-22.0,0.0,2.0,2.0,1.0,Distinction,65,0,
DDD,2013J,588556,261,65,357.0,29.0,169.0,42.0,-11.0,61.0,72.0,2.0,61.5,61.5,66.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588566,261,65,387.0,28.0,118.0,34.0,-17.0,65.0,82.0,2.0,82.5,82.5,90.0,-2.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588658,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,588707,261,65,978.0,41.0,383.0,124.0,-18.0,63.0,81.0,2.0,90.5,90.5,93.0,-2.0,0.0,2.0,2.0,1.0,Distinction,65,0,
DDD,2013J,588815,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,588824,261,65,506.0,34.0,288.0,119.0,-5.0,65.0,70.0,2.0,77.0,77.0,84.0,0.5,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588850,261,65,528.0,41.0,204.0,54.0,-17.0,65.0,82.0,2.0,85.5,85.5,91.0,-2.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,588884,261,65,454.0,37.0,190.0,63.0,-15.0,61.0,76.0,2.0,77.0,77.0,86.0,-4.5,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,589007,261,65,63.0,2.0,12.0,8.0,-5.0,11.0,16.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,589019,261,65,690.0,52.0,330.0,89.0,-18.0,62.0,80.0,2.0,80.5,80.5,84.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589171,261,65,224.0,10.0,71.0,19.0,18.0,58.0,40.0,2.0,61.0,61.0,68.0,-1.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,589212,261,65,53.0,6.0,26.0,15.0,-18.0,2.0,20.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,589220,261,65,1042.0,56.0,419.0,110.0,-18.0,64.0,82.0,2.0,92.0,92.0,97.0,-1.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589445,261,65,56.0,4.0,15.0,12.0,-12.0,-5.0,7.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,589458,261,65,1465.0,50.0,443.0,96.0,-11.0,65.0,76.0,2.0,81.0,81.0,85.0,-15.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589503,261,65,371.0,25.0,150.0,57.0,-9.0,59.0,68.0,2.0,77.0,77.0,78.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589531,261,65,142.0,16.0,63.0,24.0,-9.0,58.0,67.0,2.0,77.0,77.0,78.0,-4.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589557,261,65,393.0,27.0,130.0,45.0,-18.0,65.0,83.0,2.0,85.5,85.5,88.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589569,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,589582,261,65,554.0,29.0,178.0,53.0,-3.0,62.0,65.0,2.0,53.5,53.5,58.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,589584,261,65,211.0,23.0,94.0,40.0,-16.0,62.0,78.0,2.0,61.5,61.5,69.0,1.0,1.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,589630,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,589723,261,65,419.0,30.0,190.0,69.0,-18.0,60.0,78.0,2.0,83.5,83.5,87.0,-4.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589875,261,65,322.0,20.0,150.0,47.0,0.0,65.0,65.0,2.0,67.5,67.5,73.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589932,261,65,495.0,19.0,218.0,73.0,-10.0,52.0,62.0,1.0,66.0,66.0,66.0,-1.0,0.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,589956,261,65,688.0,36.0,317.0,97.0,-18.0,62.0,80.0,2.0,82.0,82.0,86.0,-7.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,589963,261,65,150.0,14.0,73.0,25.0,-16.0,3.0,19.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590177,261,65,19.0,2.0,6.0,4.0,44.0,46.0,2.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590184,261,65,71.0,5.0,37.0,17.0,-12.0,16.0,28.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,590235,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590370,261,65,445.0,28.0,154.0,42.0,-13.0,46.0,59.0,1.0,43.0,43.0,43.0,0.0,0.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,590380,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590392,261,65,256.0,28.0,113.0,40.0,-17.0,63.0,80.0,2.0,79.0,79.0,79.0,-7.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,590397,261,65,377.0,35.0,173.0,63.0,-10.0,65.0,75.0,2.0,71.5,71.5,78.0,5.5,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,590402,261,65,217.0,12.0,80.0,33.0,-10.0,65.0,75.0,1.0,17.0,17.0,17.0,-1.0,0.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,590420,261,65,53.0,4.0,27.0,19.0,-9.0,24.0,33.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,590443,261,65,1310.0,64.0,474.0,125.0,-18.0,65.0,83.0,2.0,86.5,86.5,89.0,-4.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,590464,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590482,261,65,822.0,48.0,317.0,80.0,-18.0,65.0,83.0,2.0,73.5,73.5,74.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,590541,261,65,239.0,13.0,90.0,45.0,-18.0,6.0,24.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590676,261,65,706.0,62.0,267.0,53.0,-15.0,65.0,80.0,2.0,70.5,70.5,73.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,590762,261,65,199.0,23.0,115.0,48.0,0.0,61.0,61.0,2.0,92.0,92.0,95.0,-1.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,590789,261,65,476.0,41.0,202.0,61.0,-12.0,65.0,77.0,2.0,81.5,81.5,83.0,-3.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,590811,261,65,392.0,47.0,236.0,56.0,-18.0,64.0,82.0,2.0,73.0,73.0,80.0,-1.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,590828,261,65,236.0,19.0,77.0,31.0,-8.0,62.0,70.0,2.0,34.0,34.0,40.0,1.0,1.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,590881,261,65,44.0,6.0,18.0,9.0,-5.0,32.0,37.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,590886,261,65,153.0,38.0,98.0,26.0,-16.0,65.0,81.0,1.0,64.0,64.0,64.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,590918,261,65,165.0,24.0,97.0,33.0,-18.0,59.0,77.0,1.0,47.0,47.0,47.0,-1.0,0.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,590920,261,65,719.0,41.0,237.0,63.0,-18.0,64.0,82.0,2.0,51.5,51.5,54.0,-1.5,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,590921,261,65,773.0,58.0,333.0,73.0,-16.0,65.0,81.0,2.0,88.5,88.5,91.0,-5.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,590951,261,65,58.0,5.0,25.0,18.0,-5.0,50.0,55.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,591071,261,65,490.0,29.0,195.0,88.0,-5.0,56.0,61.0,2.0,80.5,80.5,84.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591163,261,65,672.0,27.0,202.0,54.0,-17.0,63.0,80.0,2.0,62.0,62.0,75.0,3.0,1.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,591193,261,65,1327.0,65.0,509.0,109.0,-18.0,65.0,83.0,2.0,91.0,91.0,93.0,-9.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591202,261,65,333.0,24.0,126.0,39.0,-18.0,61.0,79.0,2.0,76.5,76.5,78.0,-3.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591210,261,65,426.0,37.0,201.0,63.0,-18.0,65.0,83.0,2.0,62.5,62.5,73.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591230,261,65,794.0,38.0,265.0,69.0,-18.0,65.0,83.0,2.0,86.0,86.0,88.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591593,261,65,274.0,29.0,90.0,27.0,-18.0,64.0,82.0,2.0,67.5,67.5,68.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591648,261,65,261.0,17.0,86.0,32.0,-12.0,43.0,55.0,1.0,68.0,68.0,68.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,591650,261,65,215.0,18.0,99.0,42.0,-7.0,38.0,45.0,1.0,66.0,66.0,66.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,591694,261,65,294.0,24.0,136.0,54.0,-12.0,61.0,73.0,1.0,68.0,68.0,68.0,4.0,1.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,591845,261,65,34.0,7.0,24.0,10.0,-16.0,13.0,29.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,591852,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,591891,261,65,653.0,38.0,228.0,77.0,-18.0,62.0,80.0,2.0,83.5,83.5,85.0,-5.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,591980,261,65,31.0,3.0,17.0,9.0,-18.0,17.0,35.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,592093,261,65,736.0,72.0,329.0,50.0,-18.0,65.0,83.0,2.0,67.5,67.5,75.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592173,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,592189,261,65,368.0,39.0,192.0,58.0,-10.0,65.0,75.0,2.0,85.0,85.0,87.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592252,261,65,428.0,24.0,196.0,85.0,-6.0,60.0,66.0,2.0,74.0,74.0,78.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592284,261,65,95.0,18.0,47.0,19.0,-18.0,55.0,73.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,2.0,0.5,Fail,65,1,
DDD,2013J,592299,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,592315,261,65,663.0,49.0,229.0,58.0,-18.0,65.0,83.0,2.0,72.5,72.5,76.0,-1.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592382,261,65,1026.0,55.0,422.0,103.0,-18.0,65.0,83.0,2.0,73.0,73.0,76.0,2.0,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592486,261,65,,,,,,,,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,592494,261,65,457.0,32.0,162.0,39.0,-17.0,62.0,79.0,2.0,86.5,86.5,88.0,-3.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592577,261,65,1374.0,81.0,432.0,105.0,-18.0,65.0,83.0,2.0,96.0,96.0,97.0,-3.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,592625,261,65,140.0,14.0,66.0,34.0,-16.0,53.0,69.0,2.0,87.5,87.5,91.0,7.0,1.0,2.0,2.0,1.0,Distinction,65,0,
DDD,2013J,592658,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,592709,261,65,387.0,18.0,136.0,61.0,-13.0,53.0,66.0,2.0,82.5,82.5,94.0,0.0,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,592749,261,65,447.0,36.0,191.0,47.0,-18.0,25.0,43.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,592804,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,592950,261,65,1307.0,56.0,434.0,104.0,-14.0,65.0,79.0,2.0,77.5,77.5,82.0,-2.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,593075,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,593103,261,65,1027.0,55.0,450.0,131.0,-16.0,56.0,72.0,2.0,88.5,88.5,91.0,-3.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,593303,261,65,163.0,14.0,62.0,28.0,2.0,53.0,51.0,2.0,41.0,41.0,58.0,-1.0,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,593338,261,65,327.0,23.0,130.0,33.0,-16.0,60.0,76.0,2.0,74.0,74.0,74.0,-3.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,593345,261,65,282.0,13.0,76.0,37.0,-18.0,11.0,29.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,593475,261,65,385.0,30.0,165.0,51.0,-18.0,31.0,49.0,1.0,68.0,68.0,68.0,-1.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,593594,261,65,152.0,18.0,73.0,41.0,0.0,47.0,47.0,1.0,22.0,22.0,22.0,3.0,1.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,593654,261,65,697.0,28.0,274.0,115.0,-18.0,64.0,82.0,2.0,81.0,81.0,83.0,-2.5,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,593903,261,65,449.0,42.0,178.0,51.0,-13.0,64.0,77.0,2.0,63.0,63.0,66.0,-2.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,593973,261,65,933.0,43.0,303.0,87.0,-18.0,65.0,83.0,2.0,75.5,75.5,77.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594011,261,65,358.0,34.0,159.0,65.0,-16.0,65.0,81.0,2.0,92.5,92.5,95.0,-5.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594052,261,65,159.0,13.0,76.0,36.0,-13.0,53.0,66.0,2.0,82.0,82.0,91.0,-0.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594079,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,594081,261,65,188.0,26.0,81.0,30.0,-7.0,64.0,71.0,2.0,86.5,86.5,87.0,-1.5,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,594086,261,65,317.0,16.0,119.0,50.0,-16.0,52.0,68.0,2.0,59.0,59.0,60.0,-1.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,594164,261,65,2855.0,75.0,680.0,106.0,-18.0,65.0,83.0,2.0,41.0,41.0,44.0,-1.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,594201,261,65,781.0,43.0,265.0,85.0,-18.0,63.0,81.0,2.0,86.0,86.0,86.0,-5.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594407,261,65,570.0,39.0,228.0,77.0,-13.0,65.0,78.0,2.0,76.5,76.5,84.0,-10.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,594414,261,65,306.0,16.0,135.0,66.0,-6.0,59.0,65.0,2.0,72.0,72.0,72.0,-0.5,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,594419,261,65,334.0,35.0,158.0,49.0,-2.0,65.0,67.0,2.0,69.5,69.5,77.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594507,261,65,979.0,40.0,337.0,99.0,-18.0,59.0,77.0,2.0,91.5,91.5,92.0,-9.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594578,261,65,175.0,17.0,87.0,25.0,-18.0,32.0,50.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,594599,261,65,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,594869,261,65,514.0,38.0,177.0,61.0,-13.0,63.0,76.0,2.0,71.5,71.5,76.0,-3.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,594880,261,65,149.0,14.0,65.0,31.0,-18.0,52.0,70.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,594925,261,65,1344.0,73.0,410.0,67.0,-18.0,65.0,83.0,2.0,73.5,73.5,75.0,-4.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,594963,261,65,561.0,34.0,195.0,60.0,-18.0,65.0,83.0,2.0,85.5,85.5,89.0,4.5,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595008,261,65,412.0,28.0,199.0,55.0,-10.0,31.0,41.0,1.0,53.0,53.0,53.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,65,1,
DDD,2013J,595079,261,65,108.0,16.0,49.0,21.0,-18.0,65.0,83.0,2.0,56.5,56.5,64.0,0.5,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595319,261,65,1025.0,72.0,379.0,72.0,-18.0,64.0,82.0,2.0,95.0,95.0,96.0,-5.0,0.0,2.0,2.0,1.0,Distinction,65,0,
DDD,2013J,595396,261,65,440.0,38.0,190.0,37.0,-8.0,64.0,72.0,2.0,50.5,50.5,51.0,-2.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,595495,261,65,1404.0,56.0,446.0,118.0,-18.0,65.0,83.0,2.0,79.0,79.0,85.0,-8.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595601,261,65,484.0,34.0,237.0,63.0,-18.0,64.0,82.0,2.0,49.0,49.0,52.0,0.0,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,595659,261,65,374.0,23.0,100.0,33.0,-16.0,54.0,70.0,2.0,69.0,69.0,74.0,-1.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595685,261,65,237.0,30.0,135.0,49.0,-7.0,65.0,72.0,2.0,61.5,61.5,69.0,2.5,1.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595687,261,65,553.0,51.0,268.0,58.0,-18.0,62.0,80.0,2.0,70.5,70.5,72.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595720,261,65,628.0,23.0,167.0,58.0,-18.0,14.0,32.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,595723,261,65,84.0,7.0,42.0,26.0,-18.0,52.0,70.0,,,,,,,,2.0,0.0,Fail,65,1,
DDD,2013J,595894,261,65,51.0,6.0,27.0,12.0,-4.0,10.0,14.0,,,,,,,,2.0,0.0,Withdrawn,65,1,
DDD,2013J,595940,261,65,315.0,27.0,135.0,37.0,-16.0,55.0,71.0,2.0,79.0,79.0,84.0,-1.0,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,595963,261,65,217.0,22.0,121.0,45.0,-18.0,65.0,83.0,2.0,44.0,44.0,45.0,-1.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,595986,261,65,530.0,47.0,240.0,78.0,-12.0,65.0,77.0,2.0,76.5,76.5,80.0,-1.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,595988,261,65,461.0,44.0,213.0,70.0,-18.0,63.0,81.0,2.0,86.0,86.0,87.0,-1.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,596093,261,65,489.0,38.0,190.0,59.0,-18.0,65.0,83.0,2.0,75.5,75.5,79.0,-11.5,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,596104,261,65,352.0,23.0,132.0,40.0,-7.0,63.0,70.0,2.0,73.0,73.0,73.0,-1.0,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,596204,261,65,664.0,39.0,255.0,64.0,-18.0,65.0,83.0,2.0,67.0,67.0,73.0,-1.5,0.0,2.0,2.0,1.0,Fail,65,1,
DDD,2013J,596270,261,65,387.0,26.0,198.0,66.0,-13.0,58.0,71.0,2.0,85.5,85.5,90.0,0.0,0.0,2.0,2.0,1.0,Pass,65,0,
DDD,2013J,596292,261,65,313.0,28.0,172.0,63.0,-12.0,53.0,65.0,2.0,88.5,88.5,94.0,-1.0,0.0,2.0,2.0,1.0,Withdrawn,65,1,
DDD,2013J,596306,261,65,532.0,28.0,172.0,52.0,-11.0,62.0,73.0,2.0,72.5,72.5,76.0,5.0,1.0,2.0,2.0,1.0,Fail,65,1,
